id,building_project_id:id,name
scenario.crm_lead_dummy_calls19,scenario.buildingproject_-2143039875,Dummy opportunity for Muster für Aquila Pratteln
scenario.crm_lead_dummy_calls20,scenario.buildingproject_-2143012383,Dummy opportunity for Meldertypen Pestalozzi-Schulhaus
scenario.crm_lead_dummy_calls21,scenario.buildingproject_-2143005067,Dummy opportunity for Probleme mit Lichtsteuerung in Aula
scenario.crm_lead_dummy_calls22,scenario.buildingproject_-2143003456,Dummy opportunity for Anfrage Migros-PiR Melder / IL-Broschüre überbringen
scenario.crm_lead_dummy_calls23,scenario.buildingproject_-2142987737,Dummy opportunity for Termin in KW40 abstimmen
scenario.crm_lead_dummy_calls24,scenario.buildingproject_-2142960765,Dummy opportunity for Besprechung Melderretouren
scenario.crm_lead_dummy_calls25,scenario.buildingproject_-2142955395,Dummy opportunity for Stand Objekt/Abklärung Melderbedarf
scenario.crm_lead_dummy_calls26,scenario.buildingproject_-2142924037,Dummy opportunity for Terminabstimmung
scenario.crm_lead_dummy_calls27,scenario.buildingproject_-2142904764,Dummy opportunity for Termin für Projektberatung vereinbaren
scenario.crm_lead_dummy_calls28,scenario.buildingproject_-2142845937,Dummy opportunity for Fehlschaltungen mit PD2 S 180 NUP M1C (Aussenbereich)
scenario.crm_lead_dummy_calls29,scenario.buildingproject_-2142832158,Dummy opportunity for Kontaktaufnahme mit Massimo Sibillia
scenario.crm_lead_dummy_calls30,scenario.buildingproject_-2142831448,Dummy opportunity for Weitere Schritte festlegen
scenario.crm_lead_dummy_calls31,scenario.buildingproject_-2142804144,Dummy opportunity for Besprechung Naturmuseum --> Auftrag erhalten
scenario.crm_lead_dummy_calls32,scenario.buildingproject_-2142785101,Dummy opportunity for Stand zweier Projekte  nachfassen
scenario.crm_lead_dummy_calls33,scenario.buildingproject_-2142781986,Dummy opportunity for Sieht gut aus
scenario.crm_lead_dummy_calls34,scenario.buildingproject_-2142772592,Dummy opportunity for Braucht Rat für eine Dali Lösung
scenario.crm_lead_dummy_calls35,scenario.buildingproject_-2142767544,Dummy opportunity for Probleme im Bahnhof Malans mit PM
scenario.crm_lead_dummy_calls36,scenario.buildingproject_-2142760130,Dummy opportunity for Nachfrage Offertanfrage
scenario.crm_lead_dummy_calls37,scenario.buildingproject_-2142748016,Dummy opportunity for FRIBOURG - Adolphe Merkle Institute
scenario.crm_lead_dummy_calls38,scenario.buildingproject_-2142746960,Dummy opportunity for Musterlieferung/RG 2116094
scenario.crm_lead_dummy_calls39,scenario.buildingproject_-2142745528,Dummy opportunity for Projekt erfolgreich abgeschlossen
scenario.crm_lead_dummy_calls40,scenario.buildingproject_-2142741984,Dummy opportunity for Was für Melder KNX ?
scenario.crm_lead_dummy_calls41,scenario.buildingproject_-2142737600,Dummy opportunity for Bestellung gem. Offerte 2114103
scenario.crm_lead_dummy_calls42,scenario.buildingproject_-2142735025,Dummy opportunity for Frage zu Bedarfsübersicht
scenario.crm_lead_dummy_calls43,scenario.buildingproject_-2142733749,"Dummy opportunity for Bedarf: Neubau Büro, Grundausbau"
scenario.crm_lead_dummy_calls44,scenario.buildingproject_-2142722192,Dummy opportunity for Frage zu Wandmeldern
scenario.crm_lead_dummy_calls45,scenario.buildingproject_-2142718224,Dummy opportunity for Termin für IBN DALI-Melder vereinbaren
scenario.crm_lead_dummy_calls46,scenario.buildingproject_-2142706697,"Dummy opportunity for Nachfassen, falls betreffend Schulhaus Igis nichts mehr gehört"
scenario.crm_lead_dummy_calls47,scenario.buildingproject_-2142703260,Dummy opportunity for Nachfrage Objekt
scenario.crm_lead_dummy_calls48,scenario.buildingproject_-2142700657,Dummy opportunity for Will noch mehr TK's
scenario.crm_lead_dummy_calls49,scenario.buildingproject_-2142685690,Dummy opportunity for Besprechung Bestellung Kiga Ruggell
scenario.crm_lead_dummy_calls50,scenario.buildingproject_-2142673229,Dummy opportunity for Nachfrage Offerte
scenario.crm_lead_dummy_calls51,scenario.buildingproject_-2142669566,Dummy opportunity for Nachfrage Projekt 
scenario.crm_lead_dummy_calls52,scenario.buildingproject_-2142665201,Dummy opportunity for Abschluss Nutritec --> Termin für Präsentation IL-Control vereinbaren
scenario.crm_lead_dummy_calls53,scenario.buildingproject_-2142661290,"Dummy opportunity for Direktlieferung+Kdnr für Elektrobaer ZH, Apfelbaumstr. 15 OK? JA, W+F Kdnr 106189"
scenario.crm_lead_dummy_calls54,scenario.buildingproject_-2142657180,Dummy opportunity for Unterstützung anbieten
scenario.crm_lead_dummy_calls55,scenario.buildingproject_-2142655038,Dummy opportunity for Weiter Fehlschaltungen (Dauerlicht)
scenario.crm_lead_dummy_calls56,scenario.buildingproject_-2142635962,Dummy opportunity for Probleme mit PIR
scenario.crm_lead_dummy_calls57,scenario.buildingproject_-2142634323,Dummy opportunity for Feedback aus der Sitzung abholen
scenario.crm_lead_dummy_calls58,scenario.buildingproject_-2142619333,Dummy opportunity for Auftrag hat Bernauer AG 
scenario.crm_lead_dummy_calls59,scenario.buildingproject_-2142615123,Dummy opportunity for Combox / abklärung Musterlieferung Roosstr.8
scenario.crm_lead_dummy_calls60,scenario.buildingproject_-2142612641,Dummy opportunity for Nahchfrage Projekt 
scenario.crm_lead_dummy_calls61,scenario.buildingproject_-2142608747,Dummy opportunity for Médiathéque Sion
scenario.crm_lead_dummy_calls62,scenario.buildingproject_-2142607166,Dummy opportunity for Neue Offerte erstellen (gem.alter OF 2117175)
scenario.crm_lead_dummy_calls63,scenario.buildingproject_-2142604665,"Dummy opportunity for Nicht erreicht, mache ein Mail"
scenario.crm_lead_dummy_calls64,scenario.buildingproject_-2142604212,Dummy opportunity for 2. Etappe geht los!
scenario.crm_lead_dummy_calls65,scenario.buildingproject_-2142604030,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls66,scenario.buildingproject_-2142602740,Dummy opportunity for Anfrage kostenlose Melder 
scenario.crm_lead_dummy_calls67,scenario.buildingproject_-2142600475,Dummy opportunity for Objekt nachfassen
scenario.crm_lead_dummy_calls68,scenario.buildingproject_-2142600453,Dummy opportunity for Besprechung Entschädigung
scenario.crm_lead_dummy_calls69,scenario.buildingproject_-2142598320,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls70,scenario.buildingproject_-2142596535,Dummy opportunity for Termin für Support vor Ort vereinbaren 
scenario.crm_lead_dummy_calls71,scenario.buildingproject_-2142594849,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls72,scenario.buildingproject_-2142591400,"Dummy opportunity for Bestellung Komm. 110479.001 Bergwelt, Grindelwald"
scenario.crm_lead_dummy_calls73,scenario.buildingproject_-2142591115,"Dummy opportunity for Rückmeldung, dass Stückzahlen nicht stimmen"
scenario.crm_lead_dummy_calls74,scenario.buildingproject_-2142587693,Dummy opportunity for Termin gekänzelt
scenario.crm_lead_dummy_calls75,scenario.buildingproject_-2142587637,Dummy opportunity for Hat er Offerte erhalten?
scenario.crm_lead_dummy_calls76,scenario.buildingproject_-2142581049,Dummy opportunity for Hatte unsere Melder erfolgreich eingesetzt
scenario.crm_lead_dummy_calls77,scenario.buildingproject_-2142578846,Dummy opportunity for Objekt Nachfassen
scenario.crm_lead_dummy_calls78,scenario.buildingproject_-2142578165,Dummy opportunity for Nachrage IL 
scenario.crm_lead_dummy_calls79,scenario.buildingproject_-2142564717,Dummy opportunity for Offertnachbearbeitung ( Haus C + D) in Aussicht
scenario.crm_lead_dummy_calls80,scenario.buildingproject_-2142564688,Dummy opportunity for Offertnachbearbeitung Melder über GH bezogen
scenario.crm_lead_dummy_calls81,scenario.buildingproject_-2142564604,Dummy opportunity for Bläsi + Heuried punktuell nachfassen
scenario.crm_lead_dummy_calls82,scenario.buildingproject_-2142562375,Dummy opportunity for Objektnachfassen 
scenario.crm_lead_dummy_calls83,scenario.buildingproject_-2142559863,Dummy opportunity for Objekt nachgefasst / Nachfragen betreffend PL-Weiterbilkdung IBW Chur
scenario.crm_lead_dummy_calls84,scenario.buildingproject_-2142555619,Dummy opportunity for Nachfassen betreffend WÜB Verdin (IL-Projekt)
scenario.crm_lead_dummy_calls85,scenario.buildingproject_-2142555196,Dummy opportunity for Frage zu Preise für lackierte Melder
scenario.crm_lead_dummy_calls86,scenario.buildingproject_-2142553311,Dummy opportunity for Nachfrage Offerte 
scenario.crm_lead_dummy_calls87,scenario.buildingproject_-2142552417,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls88,scenario.buildingproject_-2142552307,Dummy opportunity for soum LEG
scenario.crm_lead_dummy_calls89,scenario.buildingproject_-2142550874,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls90,scenario.buildingproject_-2142550871,Dummy opportunity for Steinel war ausgeschrieben und wurde von Bauherrschaft auch abgesegnet -- IL kommt nicht
scenario.crm_lead_dummy_calls91,scenario.buildingproject_-2142547946,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls92,scenario.buildingproject_-2142545766,"Dummy opportunity for Nachfassen betreffend Wiesenstrasse, Balgach --> IS eingeplant?"
scenario.crm_lead_dummy_calls93,scenario.buildingproject_-2142545246,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls94,scenario.buildingproject_-2142543709,Dummy opportunity for Termin für Präsentation neues IL-Konzept vereinbart
scenario.crm_lead_dummy_calls95,scenario.buildingproject_-2142542408,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls96,scenario.buildingproject_-2142541173,"Dummy opportunity for Direktlieferung OK für Elektro Annen, Cham (Kdnr 13340)? OK > EM-Kdnr 101380"
scenario.crm_lead_dummy_calls97,scenario.buildingproject_-2142540908,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls98,scenario.buildingproject_-2142536700,Dummy opportunity for Bestellung Eigenbedarf Mattenrain
scenario.crm_lead_dummy_calls99,scenario.buildingproject_-2142536222,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls100,scenario.buildingproject_-2142535769,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls101,scenario.buildingproject_-2142535637,Dummy opportunity for IL kommt im Schlosswingert nicht --> Architekt möchte andere Leuchte --> Termin mit Sandro vereinbart
scenario.crm_lead_dummy_calls102,scenario.buildingproject_-2142535274,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls103,scenario.buildingproject_-2142534961,Dummy opportunity for Tobias scheint den Auftrag zu haben (siehe Termin v.08.07. mit Koni) konnte aber Tobias nicht erreichen -> Mail
scenario.crm_lead_dummy_calls104,scenario.buildingproject_-2142533607,Dummy opportunity for Nachfrage Offerte
scenario.crm_lead_dummy_calls105,scenario.buildingproject_-2142530874,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls106,scenario.buildingproject_-2142529734,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls107,scenario.buildingproject_-2142529057,Dummy opportunity for Offertnachbearbeitung / nicht erhalten
scenario.crm_lead_dummy_calls108,scenario.buildingproject_-2142526181,Dummy opportunity for Abklären Offertanfrage
scenario.crm_lead_dummy_calls109,scenario.buildingproject_-2142525262,Dummy opportunity for Termin Kontaktpflege vereinbart
scenario.crm_lead_dummy_calls110,scenario.buildingproject_-2142524691,Dummy opportunity for IS-Projekte nachfassen
scenario.crm_lead_dummy_calls111,scenario.buildingproject_-2142524365,Dummy opportunity for Stand nachfragen
scenario.crm_lead_dummy_calls112,scenario.buildingproject_-2142519494,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls113,scenario.buildingproject_-2142517604,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls114,scenario.buildingproject_-2142515925,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls115,scenario.buildingproject_-2142514496,Dummy opportunity for realisiert? mit uns? abgeschlossen?
scenario.crm_lead_dummy_calls116,scenario.buildingproject_-2142513413,Dummy opportunity for Offerte über EM Heiden
scenario.crm_lead_dummy_calls117,scenario.buildingproject_-2142512779,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls118,scenario.buildingproject_-2142511467,Dummy opportunity for Objekt nachgefasst --> telefonisch nicht erreicht
scenario.crm_lead_dummy_calls119,scenario.buildingproject_-2142509741,Dummy opportunity for Objektnachbearbeitung
scenario.crm_lead_dummy_calls120,scenario.buildingproject_-2142507652,Dummy opportunity for Nachbearbeitung Offerte
scenario.crm_lead_dummy_calls121,scenario.buildingproject_-2142507586,Dummy opportunity for Telefonische Planungsberatung
scenario.crm_lead_dummy_calls122,scenario.buildingproject_-2142506248,Dummy opportunity for Offerte nicht machen 
scenario.crm_lead_dummy_calls123,scenario.buildingproject_-2142506203,Dummy opportunity for Nachfrage Offerte
scenario.crm_lead_dummy_calls124,scenario.buildingproject_-2142506201,Dummy opportunity for Zeitplan / Liefertermin erfragen
scenario.crm_lead_dummy_calls125,scenario.buildingproject_-2142506192,Dummy opportunity for Aktuelle Neuheiten aus dem Projekt Zwicky
scenario.crm_lead_dummy_calls126,scenario.buildingproject_-2142505290,Dummy opportunity for Info betr. Werkhof Waldau --> Bestellung Duo für Jack
scenario.crm_lead_dummy_calls127,scenario.buildingproject_-2142502582,Dummy opportunity for Projekte in Hergiswil nachfassen
scenario.crm_lead_dummy_calls128,scenario.buildingproject_-2142502403,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls129,scenario.buildingproject_-2142499584,Dummy opportunity for Haben Auftrag definitiv erhalten!
scenario.crm_lead_dummy_calls130,scenario.buildingproject_-2142492819,Dummy opportunity for Terminafrage 
scenario.crm_lead_dummy_calls131,scenario.buildingproject_-2142492566,Dummy opportunity for Besprechung Verdrahtung PD9 Schulhaus Altnau
scenario.crm_lead_dummy_calls132,scenario.buildingproject_-2142490075,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls133,scenario.buildingproject_-2142490045,Dummy opportunity for Diverse Objekte nachfassen
scenario.crm_lead_dummy_calls134,scenario.buildingproject_-2142490041,Dummy opportunity for Projekte nachfassen
scenario.crm_lead_dummy_calls135,scenario.buildingproject_-2142486630,Dummy opportunity for info an  Alexandre Gavar
scenario.crm_lead_dummy_calls136,scenario.buildingproject_-2142486568,Dummy opportunity for Frau Gubelmann richtet ihm einen Rückruf aus
scenario.crm_lead_dummy_calls137,scenario.buildingproject_-2142485399,Dummy opportunity for Telefonische Planungsberatung
scenario.crm_lead_dummy_calls138,scenario.buildingproject_-2142483971,Dummy opportunity for Nachfrage Offerte 
scenario.crm_lead_dummy_calls139,scenario.buildingproject_-2142482178,Dummy opportunity for Offertnachbearbeitung / Auftrag erhalten Swisslux
scenario.crm_lead_dummy_calls140,scenario.buildingproject_-2142481339,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls141,scenario.buildingproject_-2142479602,Dummy opportunity for Bestellung gem. Offerte 2119244
scenario.crm_lead_dummy_calls142,scenario.buildingproject_-2142479371,Dummy opportunity for Rückfrage: Stand Ifang > weitere Projekte
scenario.crm_lead_dummy_calls143,scenario.buildingproject_-2142478564,Dummy opportunity for Objekte nachgefasst
scenario.crm_lead_dummy_calls144,scenario.buildingproject_-2142478474,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls145,scenario.buildingproject_-2142478466,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls146,scenario.buildingproject_-2142478343,Dummy opportunity for Andreas Bucher ist abwesend
scenario.crm_lead_dummy_calls147,scenario.buildingproject_-2142473870,Dummy opportunity for Stand Feldbreite
scenario.crm_lead_dummy_calls148,scenario.buildingproject_-2142473444,Dummy opportunity for Nachfassen betreffend Offerte falls nichts gehört
scenario.crm_lead_dummy_calls149,scenario.buildingproject_-2142471881,Dummy opportunity for info an Crédit Suisse Monnaie
scenario.crm_lead_dummy_calls150,scenario.buildingproject_-2142469428,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls151,scenario.buildingproject_-2142468366,Dummy opportunity for Offertnachbearbeitung (noch nicht aktuell)
scenario.crm_lead_dummy_calls152,scenario.buildingproject_-2142468227,Dummy opportunity for Weitere Schritte anstehend?
scenario.crm_lead_dummy_calls153,scenario.buildingproject_-2142465200,Dummy opportunity for Wieder drei Leuchten die nicht richtig funktionieren
scenario.crm_lead_dummy_calls154,scenario.buildingproject_-2142464865,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls155,scenario.buildingproject_-2142464074,Dummy opportunity for Projekt nachfassen
scenario.crm_lead_dummy_calls156,scenario.buildingproject_-2142463764,Dummy opportunity for kein Master-Slave möglich - IS parallel schalten?
scenario.crm_lead_dummy_calls157,scenario.buildingproject_-2142461645,Dummy opportunity for Offertnachbearbeitung (nächster Schritt Planungsberatung im Oktober)
scenario.crm_lead_dummy_calls158,scenario.buildingproject_-2142455718,Dummy opportunity for Planungsberatung zuerst Tel. und nun doch noch auf Baustelle
scenario.crm_lead_dummy_calls159,scenario.buildingproject_-2142451783,Dummy opportunity for Weitere Info betr. PIR Planung
scenario.crm_lead_dummy_calls160,scenario.buildingproject_-2142451708,Dummy opportunity for Nachfrage Offerte 
scenario.crm_lead_dummy_calls161,scenario.buildingproject_-2142450653,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls162,scenario.buildingproject_-2142450644,Dummy opportunity for Abklärung Muster
scenario.crm_lead_dummy_calls163,scenario.buildingproject_-2142450005,Dummy opportunity for Nachfrage Offerte 
scenario.crm_lead_dummy_calls164,scenario.buildingproject_-2142448874,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls165,scenario.buildingproject_-2142447674,Dummy opportunity for Nachgefasst Notstromanlage
scenario.crm_lead_dummy_calls166,scenario.buildingproject_-2142447145,Dummy opportunity for Termin für Objektberatung vereinbart
scenario.crm_lead_dummy_calls167,scenario.buildingproject_-2142446899,"Dummy opportunity for Musterlieferung Komm. Gesamtsanierung und Harmosanpassungen, Petersschulhaus, Basel"
scenario.crm_lead_dummy_calls168,scenario.buildingproject_-2142446857,Dummy opportunity for Wie ist es verlaufen?
scenario.crm_lead_dummy_calls169,scenario.buildingproject_-2142446097,"Dummy opportunity for Entscheid nachfassen, was war das Kriterium"
scenario.crm_lead_dummy_calls170,scenario.buildingproject_-2142442509,Dummy opportunity for Wo liegt das Projekt
scenario.crm_lead_dummy_calls171,scenario.buildingproject_-2142441181,"Dummy opportunity for Findet DALI cool, darum auch die IL-Control"
scenario.crm_lead_dummy_calls172,scenario.buildingproject_-2142440297,Dummy opportunity for Wie ist er unterwegs?
scenario.crm_lead_dummy_calls173,scenario.buildingproject_-2142440123,Dummy opportunity for Besprechung Beleuchtungssteuerung mit KNX
scenario.crm_lead_dummy_calls174,scenario.buildingproject_-2142440116,Dummy opportunity for Objekt nachfassen
scenario.crm_lead_dummy_calls175,scenario.buildingproject_-2142439488,Dummy opportunity for Offerte nachfassen
scenario.crm_lead_dummy_calls176,scenario.buildingproject_-2142438469,Dummy opportunity for Objekt nachfassen
scenario.crm_lead_dummy_calls177,scenario.buildingproject_-2142438084,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls178,scenario.buildingproject_-2142438018,Dummy opportunity for Nachfrage IL Projekt 
scenario.crm_lead_dummy_calls179,scenario.buildingproject_-2142437359,Dummy opportunity for Stand erfragen
scenario.crm_lead_dummy_calls180,scenario.buildingproject_-2142437004,Dummy opportunity for Offerte für Biozentrum via W+F Wallisellen
scenario.crm_lead_dummy_calls181,scenario.buildingproject_-2142436439,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls182,scenario.buildingproject_-2142435104,Dummy opportunity for Nach Bewegungsmelder nachfragen
scenario.crm_lead_dummy_calls183,scenario.buildingproject_-2142432850,Dummy opportunity for Roger möchte noch die Planung überarbeiten
scenario.crm_lead_dummy_calls184,scenario.buildingproject_-2142431795,Dummy opportunity for Nachfrage Offerte 
scenario.crm_lead_dummy_calls185,scenario.buildingproject_-2142431298,Dummy opportunity for Offerte für Pilotprojekt MFH Bahnhofstrasse Märstetten
scenario.crm_lead_dummy_calls186,scenario.buildingproject_-2142431294,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls187,scenario.buildingproject_-2142430483,Dummy opportunity for Braucht Rat in der EH
scenario.crm_lead_dummy_calls188,scenario.buildingproject_-2142428522,Dummy opportunity for Weiteregehende Aktivitäten sicherstellen
scenario.crm_lead_dummy_calls189,scenario.buildingproject_-2142428508,Dummy opportunity for Bauherr richtig qualifizieren
scenario.crm_lead_dummy_calls190,scenario.buildingproject_-2142428503,Dummy opportunity for WüB Reiden nachfassen
scenario.crm_lead_dummy_calls191,scenario.buildingproject_-2142428501,Dummy opportunity for Ist das Projekt schon reif? Hat sich etwas ergeben wo man genau hinschauen kann?
scenario.crm_lead_dummy_calls192,scenario.buildingproject_-2142428330,Dummy opportunity for Weitere Schritte griffbereit?
scenario.crm_lead_dummy_calls193,scenario.buildingproject_-2142426229,Dummy opportunity for Nachgefasst 111037.001 / Sonnenblick NB Terrassenwohnungen Balterswil
scenario.crm_lead_dummy_calls194,scenario.buildingproject_-2142425634,Dummy opportunity for Nachbearbeitung Objekt
scenario.crm_lead_dummy_calls195,scenario.buildingproject_-2142424302,Dummy opportunity for Fragt nach den korrekten Typen und Preisen nach / IL Projekt leider negativ
scenario.crm_lead_dummy_calls196,scenario.buildingproject_-2142423331,Dummy opportunity for Objekt Wohnüberbauung Südwest Olten 
scenario.crm_lead_dummy_calls197,scenario.buildingproject_-2142422372,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls198,scenario.buildingproject_-2142421480,Dummy opportunity for Planungsberatung nachfassen
scenario.crm_lead_dummy_calls199,scenario.buildingproject_-2142421403,Dummy opportunity for Sollte um 10.30 uhr zurück sein
scenario.crm_lead_dummy_calls200,scenario.buildingproject_-2142421058,"Dummy opportunity for Kein Pilotprojekt möglich WÜB Dättnauerstrasse 133-165, Dättnau "
scenario.crm_lead_dummy_calls201,scenario.buildingproject_-2142419705,Dummy opportunity for info an Objekt
scenario.crm_lead_dummy_calls202,scenario.buildingproject_-2142419154,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls203,scenario.buildingproject_-2142418479,Dummy opportunity for Offertnachbearbeitung
scenario.crm_lead_dummy_calls204,scenario.buildingproject_-2142418191,Dummy opportunity for Bauprojekte nachgefasst
scenario.crm_lead_dummy_calls205,scenario.buildingproject_-2142418189,Dummy opportunity for Besprechung Planungsberatung
scenario.crm_lead_dummy_calls206,scenario.buildingproject_-2142418185,Dummy opportunity for Termin für Präsentation des neuen IL-Konzeptes vereinbaren
scenario.crm_lead_dummy_calls207,scenario.buildingproject_-2142416995,Dummy opportunity for Pilotprojekte nachfassen
scenario.crm_lead_dummy_calls208,scenario.buildingproject_-2142415308,Dummy opportunity for Telefonische Planungsberatung
scenario.crm_lead_dummy_calls209,scenario.buildingproject_-2142415212,Dummy opportunity for Nachfrage Projekt Altersheim 
scenario.crm_lead_dummy_calls210,scenario.buildingproject_-2142414987,Dummy opportunity for Nachgefasst Schulhaus Bottmingen
scenario.crm_lead_dummy_calls211,scenario.buildingproject_-2142413854,Dummy opportunity for Entscheidungs von Projekt
scenario.crm_lead_dummy_calls212,scenario.buildingproject_-2142413496,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls213,scenario.buildingproject_-2142412281,Dummy opportunity for Termin für IBN Dornacherhof koordinieren
scenario.crm_lead_dummy_calls214,scenario.buildingproject_-2142412083,Dummy opportunity for Programmierung Leuchten
scenario.crm_lead_dummy_calls215,scenario.buildingproject_-2142411275,Dummy opportunity for Objekt nachgefasst
scenario.crm_lead_dummy_calls216,scenario.buildingproject_-2142410571,Dummy opportunity for Wo sind wir ?
scenario.crm_lead_dummy_calls217,scenario.buildingproject_-2142409726,Dummy opportunity for Telefonische Produktberatung
scenario.crm_lead_dummy_calls218,scenario.buildingproject_-2142409491,Dummy opportunity for Migros Zuzwil mögliches IL-Projekt?
scenario.crm_lead_dummy_calls219,scenario.buildingproject_-2142409226,Dummy opportunity for Nachfrage Objekt
scenario.crm_lead_dummy_calls220,scenario.buildingproject_-2142408574,Dummy opportunity for Nachfrage IL Projekt
scenario.crm_lead_dummy_calls221,scenario.buildingproject_-2142407825,Dummy opportunity for Besprechung Konditionen Spezialofferte Lagerbestellung
scenario.crm_lead_dummy_calls222,scenario.buildingproject_-2142407429,Dummy opportunity for Projekt abgeschlossen
scenario.crm_lead_dummy_calls223,scenario.buildingproject_-2142406010,Dummy opportunity for Objekt nachfassen --> mit rhu absprechen
scenario.crm_lead_dummy_calls224,scenario.buildingproject_-2142406001,Dummy opportunity for Kaputte IL angekommen. 
scenario.crm_lead_dummy_calls225,scenario.buildingproject_-2142405995,Dummy opportunity for Pilotprojekt Auftrag verloren. 
scenario.crm_lead_dummy_calls226,scenario.buildingproject_-2142405891,Dummy opportunity for Erneut Nachfassen (Preis)
scenario.crm_lead_dummy_calls227,scenario.buildingproject_-2142405588,Dummy opportunity for Nachgefasst 
scenario.crm_lead_dummy_calls228,scenario.buildingproject_-2142405576,Dummy opportunity for IL-Controll vorstellen
scenario.crm_lead_dummy_calls229,scenario.buildingproject_-2142405564,Dummy opportunity for neue IL vorstellen
scenario.crm_lead_dummy_calls230,scenario.buildingproject_-2142401412,Dummy opportunity for Wie ist die Bausitzung betr. IL-Konzept verlaufen?
scenario.crm_lead_dummy_calls231,scenario.buildingproject_-2142399175,Dummy opportunity for Offertnachbearbeitung
