id,sale_warn,sale_warn_msg,use_parent_address,street,supplier,city,user_id,zip,title,function,country_id/id,company_id,parent_id/id,type,email,is_company,website,lang,fax,street2,phone,ref,active,tz,customer,credit_limit,mobile,opt_out,notify_email,property_payment_term_id/id,property_supplier_payment_term_id/id,property_product_pricelist/id,property_account_receivable_id,property_account_payable_id,property_account_position_id,property_delivery_carrier_id,property_stock_supplier/id,category_id/id,name2,eev_member,eev_number,eev_alarm,region_id/id,pobox_nr,pobox_zip,pobox_city,companytype,headquarter_id/id,mailing_email,mailing,department,lastname,firstname,partner_invoicing_id/id,influence,partner_state,property_purchase_currency_id
partner_10052,warning,"
Geh\'f6rt der Etavis-Gruppe

Auftragsrabatte: 20 % +
ab Fr. \tab 2'000\tab 1 %
ab Fr. \tab 5'000 \tab 2 %
ab Fr. \tab 10'000 \tab 3 %
ab Fr. \tab 20'000 \tab 4 %
ab Fr. \tab 30'000\tab 5 %
ab Fr. \tab 40'000\tab 6 %
ab Fr. \tab 50'000\tab 7 %\lang1031




",FALSE,Zürcherstrasse 350,false,Frauenfeld,mka,8500,,,base.ch,Swisslux AG,,contact,frauenfeld@etavis.ch,TRUE,,de_DE,+41 52 723 22 01,,+41 52 723 22 00,10052,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_60dn45d3s,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_15,scenario.partner_category_30,scenario.partner_category_6",,FALSE,,FALSE,,,,,,,1,1,,ETAVIS AG,,,,,
partner_10054,warning,"
Geh\'f6rt der Etavis-Gruppe

Auftragsrabatte: 20 % +
ab Fr. \tab 2'000\tab 1 %
ab Fr. \tab 5'000 \tab 2 %
ab Fr. \tab 10'000 \tab 3 %
ab Fr. \tab 20'000 \tab 4 %
ab Fr. \tab 30'000\tab 5 %
ab Fr. \tab 40'000\tab 6 %
ab Fr. \tab 50'000\tab 7 %\lang1031




",FALSE,Poststrasse 11,false,Herisau,mka,9100,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 71 3523263,,+41 71 3511251,10054,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_60dn45d3s,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_15,scenario.partner_category_30,scenario.partner_category_6",,FALSE,,FALSE,,,,,,,,0,,ETAVIS Grossenbacher AG,,,,,
partner_10056,warning,"
Geh\'f6rt der Etavis-Gruppe

Auftragsrabatte: 20 % +
ab Fr. \tab 2'000\tab 1 %
ab Fr. \tab 5'000 \tab 2 %
ab Fr. \tab 10'000 \tab 3 %
ab Fr. \tab 20'000 \tab 4 %
ab Fr. \tab 30'000\tab 5 %
ab Fr. \tab 40'000\tab 6 %
ab Fr. \tab 50'000\tab 7 %\lang1031




",FALSE,Löwenstrasse 59,false,Rorschach,mka,9400,,,base.ch,Swisslux AG,,contact,rorschach@etavis.ch,TRUE,,de_DE,+41 71 8441975,,+41 71 8441974,10056,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_60dn45d3s,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_15,scenario.partner_category_30,scenario.partner_category_6",,FALSE,,FALSE,,,9401,,,,1,1,,ETAVIS Grossenbacher AG,,,,,
partner_10058,warning,"
Geh\'f6rt der Etavis-Gruppe

Auftragsrabatte: 20 % +
ab Fr. \tab 2'000\tab 1 %
ab Fr. \tab 5'000 \tab 2 %
ab Fr. \tab 10'000 \tab 3 %
ab Fr. \tab 20'000 \tab 4 %
ab Fr. \tab 30'000\tab 5 %
ab Fr. \tab 40'000\tab 6 %
ab Fr. \tab 50'000\tab 7 %\lang1031\fs16




",FALSE,Maurerweg 12,false,Biel/Bienne,mle,2503,,,base.ch,Swisslux AG,,contact,biel@etavis.ch,TRUE,,de_DE,+41 32 366 22 66,,+41 32 366 22 11,10058,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_60dn45d3s,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_10,scenario.partner_category_15,scenario.partner_category_6",,FALSE,,FALSE,,,,,,,1,0,,ETAVIS JAG JAKOB AG,,,,,
partner_10059,warning,"
ACHTUNG: PAKETPOST GEHT AN WIENSTRASSE 1, 4053 BASEL\b0

\lang2055\fs17 Geh\'f6rt der Etavis-Gruppe

Auftragsrabatte: 20 % +
ab Fr. \tab 2'000\tab 1 %
ab Fr. \tab 5'000 \tab 2 %
ab Fr. \tab 10'000 \tab 3 %
ab Fr. \tab 20'000 \tab 4 %
ab Fr. \tab 30'000\tab 5 %
ab Fr. \tab 40'000\tab 6 %
ab Fr. \tab 50'000\tab 7 %\lang1031\fs16

WICHTIG: Immer PSP Nummer verlangen da die Rechnung sonst zur\'fcckkommt!!



",FALSE,Wienstrasse 2,false,Basel,rgl,4053,,,base.ch,Swisslux AG,,contact,basel@etavis.ch,TRUE,www.kriegel.ch,de_DE,+41 61 316 63 63,,+41 61 316 60 60,10059,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_60dn45d3s,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_15,scenario.partner_category_6",,FALSE,,FALSE,,3445,4002,,,,,1,,ETAVIS KRIEGEL + SCHAFFNER AG,,,,qualified,
partner_10061,warning,"
Geh\'f6rt der Etavis-Gruppe

Auftragsrabatte: 20 % +
ab Fr. \tab 2'000\tab 1 %
ab Fr. \tab 5'000 \tab 2 %
ab Fr. \tab 10'000 \tab 3 %
ab Fr. \tab 20'000 \tab 4 %
ab Fr. \tab 30'000\tab 5 %
ab Fr. \tab 40'000\tab 6 %
ab Fr. \tab 50'000\tab 7 %\lang1031\fs16




",FALSE,Fabrikstrasse 19,false,Buchs SG,mka,9470,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,+41 81 7503333,10061,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_60dn45d3s,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_15,scenario.partner_category_30,scenario.partner_category_6",,FALSE,,FALSE,,348,9471,Buchs SG 1,,,,1,,ETAVIS Grossenbacher AG,,,,,
partner_10063,no-message,,FALSE,Badenerstrasse 329,false,Zürich,dla,8040,,,base.ch,Swisslux AG,,contact,installation@baumann-koelliker.ch,TRUE,www.baumannkoelliker.ch,de_DE,+41 44 497 37 95,,+41 44 497 37 37,10063,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_17,scenario.partner_category_30,scenario.partner_category_6",,FALSE,,FALSE,,,,,,,,1,,Baumann Koelliker AG,,,,,
partner_10065,no-message,,FALSE,Metzgergasse 2,false,Bremgarten AG,dla,5620,,,base.ch,Swisslux AG,,contact,info@fuxag.ch,TRUE,,de_DE,+41 56 6336668,,+41 56 6336667,10065,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,5622,FALSE,,,,,,,1,1,,Elektro Fux AG,,,,,
partner_10067,no-message,,FALSE,Kappelenring 69,false,Hinterkappelen,mle,3032,,,base.ch,Swisslux AG,,contact,gfeller@gfeller.ch,TRUE,www.gfeller.ch,de_DE,+41 31 998 55 69,,+41 31 998 55 66,10067,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,3028,FALSE,,,,,,,1,1,,Gfeller Elektro AG,,,,,
partner_10071,no-message,,FALSE,Wiesenstrasse 26,false,Aarau,mle,5000,,,base.ch,Swisslux AG,,contact,aarau@hhm.ch,TRUE,,de_DE,+41 62 837 87 97,,+41 62 837 87 87,10071,true,Europe/Zurich,true,0,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_10,,FALSE,,FALSE,,,5001,,,,1,0,,HEFTI. HESS. MARTIGNONI. Aarau AG,,,,,
partner_10074,no-message,,FALSE,Telecom,false,Engelburg,mka,9032,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 71 2771113,Tannenbergstrasse 5,+41 71 2771111,10074,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,9697,FALSE,,,,,,,,0,,HPH Hardegger AG,,,,,
partner_10075,no-message,,FALSE,Liebensteinstrasse 6,false,Zürich,dla,8047,,,base.ch,Swisslux AG,,contact,info@elektrogrob.ch,TRUE,,de_DE,+41 44 4062829,,+41 44 4062828,10075,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,8387,FALSE,,,,,,,,0,,Grob & Co Elektro AG,,,,,
partner_10077,no-message,,FALSE,Schlossstrasse 124,false,Bern,mle,3008,,,base.ch,Swisslux AG,,contact,info@elektro-zenger.ch,TRUE,http://www.elektro-zenger.ch,de_DE,+41 31 3811105,,+41 31 3812260,10077,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,3022,FALSE,,,,,,,1,0,,Otto Zenger AG,,,,,
partner_10083,no-message,,FALSE,Industriestrasse 9,false,Stäfa,rgl,8712,,,base.ch,Swisslux AG,,contact,staefa@bernauer.ch,TRUE,www.bernauer.ch,de_DE,+41 44 928 12 01,,+41 44 928 12 12,10083,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_30,scenario.partner_category_6",,FALSE,,FALSE,,,,,,,1,1,,Bernauer AG,,,,qualified,
partner_10088,no-message,,FALSE,Romanshornerstrasse 2,false,Kreuzlingen,mka,8280,,,base.ch,Swisslux AG,,contact,info@arber.ch,TRUE,www.arber.ch,de_DE,+41 71 686 80 58,,+41 71 686 80 50,10088,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_60dn30d3s,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_19,scenario.partner_category_6",,FALSE,,FALSE,,,8280,,headquarter,,1,1,,Elektro Arber AG,,,,,
partner_10094,no-message,,FALSE,Dorfstrasse 37,false,Würenlos,rgl,5436,,,base.ch,Swisslux AG,,contact,info@moeckel-guenter.ch,TRUE,www.moeckel-guenter.ch,de_DE,+41 56 436 80 01,,+41 56 436 80 00,10094,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,5436,FALSE,,,,,,,1,0,,Möckel + Günter Elektro AG,,,,,
partner_10102,no-message,,FALSE,Elektro - Telecom,false,Uster,rgl,8610,,,base.ch,Swisslux AG,,contact,info@kellenberger-huber.ch,TRUE,www.kellenberger-huber.ch,de_DE,+41 44 943 70 07,Strickstrasse 3,+41 44 943 70 00,10102,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,4630,FALSE,,1113,8610,Uster,,,,0,,Kellenberger + Huber AG,,,,,
partner_10104,no-message,,FALSE,Burgstrasse 28,false,Attinghausen,dla,6468,,,base.ch,Swisslux AG,,contact,uri@schibli.com,TRUE,www.schibli.com,de_DE,+41 41 872 03 05,,+41 41 872 03 03,10104,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_26,scenario.partner_category_6",,FALSE,,FALSE,,,6468,Attinghausen,,,,0,,Schibli Elektrotechnik AG,,,,,
partner_10107,no-message,,FALSE,Riedstrasse 11,false,Cham,dla,6330,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 41 7484050,,+41 41 7484040,10107,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,FALSE,,FALSE,,5345,6330,,,,,1,,Speri + Bütler AG,,,,,
partner_10108,warning,"
Geh\'f6rt der Etavis-Gruppe

Auftragsrabatte: 20 % +
ab Fr. \tab 2'000\tab 1 %
ab Fr. \tab 5'000 \tab 2 %
ab Fr. \tab 10'000 \tab 3 %
ab Fr. \tab 20'000 \tab 4 %
ab Fr. \tab 30'000\tab 5 %
ab Fr. \tab 40'000\tab 6 %
ab Fr. \tab 50'000\tab 7 %\lang1031




",FALSE,Oststrasse 25,false,St. Gallen,mka,9000,,,base.ch,Swisslux AG,,contact,st.gallen@etavis.ch,TRUE,,de_DE,+41 71 243 62 37,,+41 71 243 66 44,10108,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_60dn45d3s,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_10,scenario.partner_category_15,scenario.partner_category_30,scenario.partner_category_6",,FALSE,,FALSE,,253,9006,,,,0,0,,ETAVIS Grossenbacher AG,,,,,
partner_10115,no-message,,FALSE,Oberer Deutweg 4,false,Winterthur,rgl,8400,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 52 245 16 40,,+41 52 245 16 45,10115,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_30,scenario.partner_category_6",,FALSE,,FALSE,,,,,,,,1,,swisspro AG,,,,,
partner_10120,no-message,,FALSE,Untere Stallstrasse 8,false,Thusis,mka,7430,,,base.ch,Swisslux AG,,contact,info@elektrobanzer.ch,TRUE,www.elektrobanzer.ch,de_DE,+41 81 6321015,,+41 81 6321010,10120,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,7001,FALSE,,162,7430,Thusis,,,,0,,Elektro Banzer AG,,,,,
partner_10124,no-message,,FALSE,Tödistrasse 4,false,Tuggen,dla,8856,,,base.ch,Swisslux AG,,contact,info@tulux.ch,TRUE,www.tulux.ch,de_DE,+41 55 465 60 32,,+41 55 465 60 00,10124,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn10d3s,,scenario.productpricelist_beg_leuchtenhst,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_8,,FALSE,,FALSE,,,,,,,,1,,Tulux AG,,,,,
partner_10133,warning,"Geh\'f6rt der Etavis-Gruppe

Auftragsrabatte: 20 % +
ab Fr. \tab 2'000\tab 1 %
ab Fr. \tab 5'000 \tab 2 %
ab Fr. \tab 10'000 \tab 3 %
ab Fr. \tab 20'000 \tab 4 %
ab Fr. \tab 30'000\tab 5 %
ab Fr. \tab 40'000\tab 6 %
ab Fr. \tab 50'000\tab 7 %\lang1031




",FALSE,Kehlstrasse 61b,false,Baden,rgl,5401,,,base.ch,Swisslux AG,,contact,Baden@etavis.ch,TRUE,,de_DE,+41 56 466 66 60,,+41 56 200 92 00,10133,true,Europe/Zurich,true,3000,+41 58 5852233,false,always,scenario.account_payment_term_60dn45d3s,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_15,scenario.partner_category_30,scenario.partner_category_6",,FALSE,,FALSE,,,,,,,1,0,,ETAVIS AG,,,,,
partner_10139,no-message,,FALSE,Lauenenstrasse 48,false,Gstaad,mle,3780,,,base.ch,Swisslux AG,,contact,isp-gstaad@ispag.ch,TRUE,www.ispag.ch,de_DE,+41 33 7484850,,+41 33 7484848,10139,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_18,scenario.partner_category_6",,TRUE,3276,FALSE,,,,,,,1,0,,BKW ISP AG,,,,,
partner_10143,no-message,,FALSE,Elektrotechnische-Anlagen GmbH,false,Winterthur,rgl,8406,,,base.ch,Swisslux AG,,contact,info@elprojekt.ch,TRUE,www.elprojekt.ch,de_DE,+41 52 2225810,Steigstrasse 26,+41 52 2225822,10143,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,8520,TRUE,,,,,,,,0,,Elprojekt,,,,,
partner_10148,no-message,,FALSE,Fabrikstrasse 6a,false,Utzenstorf,mle,3427,,,base.ch,Swisslux AG,,contact,info@ispag.ch,TRUE,,de_DE,+41 32 6664220,,+41 32 6664210,10148,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_18,scenario.partner_category_6",,TRUE,4228,FALSE,,,,,,,,1,,BKW ISP AG,,,,,
partner_10154,no-message,,FALSE,Im Ifang 12,false,Effretikon,rgl,8307,,,base.ch,Swisslux AG,,contact,bundrag@bluewin.ch,TRUE,,de_DE,+41 52 3434170,,+41 52 3553515,10154,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,8361,FALSE,,,,,,,1,0,,Berlinghoff & Rast AG,,,,,
partner_10161,no-message,,FALSE,Grundeystrasse 42,false,Innertkirchen,mle,3862,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 33 9712090,,+41 33 9712076,10161,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_18,scenario.partner_category_6",,FALSE,,FALSE,,,,,,,,0,,BKW ISP AG,,,,,
partner_10172,no-message,,FALSE,Funtenenstrasse 1,false,Meiringen,mle,3860,,,base.ch,Swisslux AG,,contact,info@egger-enertech.ch,TRUE,www.egger-enertech.ch,de_DE,+41 33 972 54 58,,+41 33 972 54 54,10172,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,3172,FALSE,,282,3860,,,,1,0,,Egger Enertech AG,,,,,
partner_10177,no-message,,FALSE,Bertiswilstrasse 26,false,Rothenburg,dla,6023,,,base.ch,Swisslux AG,,contact,elektro@weibel-sommer.ch,TRUE,www.weibel-sommer.ch,de_DE,+41 41 2891009,,+41 41 2891000,10177,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,"scenario.partner_category_23,scenario.partner_category_6",,TRUE,6258,FALSE,,,,,,,1,0,,Weibel + Sommer Elektro Telecom AG,,,,,
partner_10180,no-message,,FALSE,Landstrasse 66,false,Wettingen,rgl,5430,,,base.ch,Swisslux AG,,contact,wettingen@elinag-elektro.ch,TRUE,,de_DE,+41 56 4265328,,+41 56 4262626,10180,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,,,TRUE,5084,FALSE,,,,,,,,0,,ELINAG,,,,,
partner_10181,no-message,,FALSE,Hardstrasse 77,false,Neuenhof,rgl,5432,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 56 4062017,,+41 56 4061617,10181,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_eev,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_6,,TRUE,5200,FALSE,,,,,,,,1,,ELINAG,,,,,
partner_10182,no-message,,FALSE,Service de l'énergie,false,Genève,mse,1204,,,base.ch,Swisslux AG,,contact,ene@ville-ge.ch,TRUE,www.ville-geneve.ch,fr_FR,+41 22 418 58 51,Rue du Tir 3,+41 22 418 58 50,10182,true,Europe/Zurich,true,3000,,false,always,scenario.account_payment_term_30dn,,,1100,2000,,,stock.stock_location_suppliers,scenario.partner_category_10,,FALSE,,FALSE,,,,,,,1,0,,Ville de Genève,,,,,
