id,sale_warn,sale_warn_msg,use_parent_address,street,supplier,city,user_id,zip,title,function,country_id/id,company_id,parent_id/id,type,email,is_company,website,lang,fax,street2,phone,ref,active,tz,customer,credit_limit,mobile,opt_out,notify_email,property_payment_term_id/id,property_supplier_payment_term_id/id,property_product_pricelist/id,property_account_receivable_id,property_account_payable_id,property_stock_supplier/id,category_id/id,name2,eev_member,eev_number,eev_alarm,region_id/id,pobox_nr,pobox_zip,pobox_city,companytype,headquarter_id/id,mailing_email,mailing,department,lastname,firstname,partner_invoicing_id/id,influence,partner_state
partner_133332,no-message,,FALSE,Rössligasse 2,true,Brunnen,dla,6440,,,base.ch,Swisslux AG,,contact,info@qualisales.ch,TRUE,www.qualisales.ch,de_DE,+41 41 750 59 02,,+41 41 750 53 43,133332,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,slx_region_-2144060006,,,,,,,0,,QualiSales AG,,,,
partner_133434,no-message,,FALSE,Limmatstrasse 310,true,Zürich,dla,8005,,,base.ch,Swisslux AG,,contact,wbs@kvz-schule.ch,TRUE,,de_DE,+41 44 444 66 29,,+41 44 444 66 44,133434,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,slx_region_-2144060003,,8037,Zürich,,,,0,,KV ZÜRICH BUSINESS SCHOOL,,,,
partner_133455,no-message,,FALSE,Markus Schildknecht,true,Schwendi im Weisstannental,mka,7325,,,base.ch,Swisslux AG,,contact,info@schi.ch,TRUE,www.schi.ch,de_DE,,Steineggstrasse 10,+41 81 710 42 77,133455,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,slx_region_-2142967386,,,,,,,0,,Schildknecht Consulting,,,,
partner_133477,no-message,,FALSE,Altenbergstrasse 29,true,Bern 8,mle,3000,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,,133477,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,slx_region_-2144060013,,,,,,,0,,SensNorm,,,,
partner_133579,no-message,,FALSE,Winterthurerstrasse 430,true,Zürich,,8051,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,+41 78 830 46 30,133579,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,Gergis Farhad Ismail,,,,
partner_133684,no-message,,FALSE,Inserate-Administration,true,Wetzikon ZH,,8620,,,base.ch,Swisslux AG,,contact,inserate@zol.ch,TRUE,,de_DE,,Rapperswilerstrasse 1,,133684,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,1425,8620,Wetzikon ZH,,,,0,,Zürcher Oberland Medien AG,,,,
partner_133724,no-message,,FALSE,Baarerstrasse 80,true,Zug,,6300,,,base.ch,Swisslux AG,,contact,info@itc-b.ch,TRUE,,de_DE,,,+41 55 552 55 55,133724,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,IT Consulting Braunwalder & Co.,,,,
partner_133802,no-message,,FALSE,Flüelastrasse 21,true,Zürich,,8047,,,base.ch,Swisslux AG,,contact,info@zuerich-engineering.ch,TRUE,,de_DE,+41 44 401 11 57,,+41 44 401 1144,133802,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,Zürich Engineering GmbH,,,,
partner_133803,no-message,,FALSE,Abklärung – Ausbildung – Integration,true,Männedorf,,8708,,,base.ch,Swisslux AG,,contact,mailbox@appisberg.ch,TRUE,http://www.appisberg.ch,de_DE,+41 43 843 43 44,Im Russer 108,+41 43 843 43 43,133803,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,Appisberg,,,,
partner_133813,no-message,,FALSE,Lagerstrasse 107,true,Zürich,,8004,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 44 250 52 69,,+41 44 250 52 52,133813,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,H&B Real Estate AG,,,,
partner_133865,no-message,,FALSE,Riehenring 109,true,Basel,,4058,,,base.ch,Swisslux AG,,contact,basel@easyhotelschweiz.ch  ,TRUE,,de_DE,,,+41 61 686 55 58,133865,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,easyHotel Basel,,,,
partner_133890,no-message,,FALSE,Laubisrütistrasse 52,true,Stäfa,,8712,,,base.ch,Swisslux AG,,contact,info@maisontruffe.ch,TRUE,,de_DE,,,+41 44 918 70 70,133890,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,Maison Truffe AG,,,,
partner_133905,no-message,,FALSE,Verpackungen AG,true,Regensdorf,rhu,8105,,,base.ch,Swisslux AG,,contact,beratung@ratioform.ch,TRUE,www.ratioform.ch,de_DE,+41 43 411 60 11,Althardstrasse 257,+41 43 411 60 10,133905,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,slx_region_-2144059992,,,,,,,0,,ratioform,,,,
partner_133915,no-message,,FALSE,Stapfenstrasse 81,true,Bern,mle,3018,,,base.ch,Swisslux AG,,contact,,TRUE,www.fellergut.ch,de_DE,,,+41 31 990 97 97,133915,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,scenario.partner_category_2,,FALSE,,FALSE,slx_region_-2144060013,,,,,,,0,,Alterswohnheim Fellergut AG,,,,
partner_133919,no-message,,FALSE,Burghofstrasse 20,true,Regensdorf,rhu,8105,,,base.ch,Swisslux AG,,contact,,TRUE,www.innflow.com,de_DE,+41 58 705 07 07,,+41 58 705 07 05,133919,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn10d2s,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,slx_region_-2144059992,,,,,,,0,,Innflow AG,,,,
partner_133928,no-message,,FALSE,Motorenstrasse 2,true,Wetzikon ZH,,8623,,,base.ch,Swisslux AG,,contact,,TRUE,www.steiner-beck.ch,de_DE,+41 44 931 13 42,,+41 44 931 13 40,133928,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,Steiner-Beck AG,,,,
partner_134030,no-message,,FALSE,Altenbergstrasse 29,true,Bern,,3000,,,base.ch,Swisslux AG,,contact,info@slg.ch,TRUE,,de_DE,+41 31 313 88 99,,+41 31 313 88 11,134030,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,686,3000 Bern 8,,,,,0,,Schweizer Licht Gesellschaft,,,,
partner_134041,no-message,,FALSE,"EPFL Innovation Park, Bâtiment A",true,Lausanne,,1015,,,base.ch,Swisslux AG,,contact,info@camptocamp.com,TRUE,,de_DE,,,+41 21 619 10 10,134041,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,Camptocamp SA,,,,
partner_134073,no-message,,FALSE,Ristorante Schönau,true,Hombrechtikon,,8634,,,base.ch,Swisslux AG,,contact,info@pizza-fee.ch,TRUE,,de_DE,,Feldbachstrasse 3,+41 55 244 14 64,134073,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,Pizza Fee 662,,,,
partner_134111,no-message,,FALSE,Hauptstätter Str. 89,true,Stuttgart,,D-70178,,,base.ch,Swisslux AG,,contact,,TRUE,www.instinctools.de,de_DE,,,+49 711 66 483 690,134111,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,instinctools GmbH,,,,
partner_134172,no-message,,FALSE,Brugglenstrasse 2 A,true,Volketswil,,8604,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,+41 71 910 26 25,134172,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,Schneider Mischa,,,,
partner_134173,no-message,,FALSE,Dotzingenstrasse 2a,true,Busswil b. Büren,,3292,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,,134173,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,Hauser Kurt,,,,
partner_134214,no-message,,FALSE,Behringweg 2,true,Lüdenscheid,,58515,,,base.de,Swisslux AG,,contact,info@vario-marketing.de,TRUE,,de_DE,+49 2351 673663,,+49 2351 459907,134214,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,Vario-Marketing R. Stoberock,,,,
partner_134280,no-message,,FALSE,Aescherstrasse 6,true,Fahrwangen,,5615,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 917 39 90,,+41 917 39 88,134280,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,Schuhbus GmbH,,,,
partner_134293,no-message,,FALSE,Training und Coaching,true,Landschlacht,,8597,,,base.ch,Swisslux AG,,contact,mb@mariusboesch.ch,TRUE,,de_DE,,Im Seegarte 7,+41 79 421 35 45,134293,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,Marius Boesch Trainings,,,,
partner_134300,no-message,,FALSE,Seefeldstrasse 19,true,Zürich,,Florastrasse 49,,,base.ch,Swisslux AG,,contact,law@lanter.biz,TRUE,,de_DE,+41 44 250 29 00,,+41 44 250 29 29,134300,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,1418,8032,Zürich,,,,0,,MV Legal Partners LLC,,,,
partner_134303,no-message,,FALSE,Frauentalstrasse 3,true,Hagendorn,,6332,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,,134303,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,workfashion.com ag,,,,
partner_134320,no-message,,FALSE,Seestrasse 156,true,Stäfa,,8712,,,base.ch,Swisslux AG,,contact,info@villa-s.ch,TRUE,,de_DE,,,+41 44 927 30 90,134320,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,Restaurant Villa Sunneschy,,,,
partner_134325,no-message,,FALSE,Hinwilerstrasse 11,true,Ottikon (Gossau ZH),,8626,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,,,,134325,true,Europe/Zurich,false,0,,TRUE,none,scenario.account_payment_term_30dn,scenario.account_payment_term_30dn,,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,Artho Jürg,,,,
partner_90002,no-message,,FALSE,An der Strusbeck 40,true,Ahrensburg,,22926,,,base.de,Swisslux AG,,contact,vertrieb@etsysteme.de,TRUE,,de_DE,+49 4102 481114,,+49 4102 4810,90002,true,Europe/Zurich,false,0,,TRUE,none,,,product.list0,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,Peter Kremser Werksvertretungen,,,,
partner_90003,no-message,,FALSE,Am Trimbuschhof 16-18,true,Herne,,44628,,,base.de,Swisslux AG,,contact,,TRUE,www.hernerglas.de,de_DE,+49 2323 54198,,+49 2323 17750,90003,true,Europe/Zurich,false,0,,TRUE,none,,scenario.account_payment_term_30dn,product.list0,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,,,,,,,,0,,Herner Glas,,,,
partner_90005,no-message,,FALSE,Contact Center Fixnet,true,Bern,mle,3050,,,base.ch,Swisslux AG,,contact,fixnet.contactcenter@swisscom.com,TRUE,,de_DE,0800 800 802,Waldeggstrasse 51,0800 055 055,90005,true,Europe/Zurich,false,0,,TRUE,none,,scenario.account_payment_term_30dn,product.list0,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,slx_region_-2144060013,,,,,,,0,,Swisscom (Schweiz) AG,,,,
partner_90016,no-message,,FALSE,Prattelerstrasse 23,true,Basel,,4052,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 61 317 44 00,,+41 61 317 44 44,90016,true,Europe/Zurich,false,0,,TRUE,none,,scenario.account_payment_term_30dn,product.list0,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,slx_region_-2144060004,,,,,,,0,,Focus Discount AG,,,,
partner_90023,warning,"Email: info@swisslux.ch
Passwort: teamlux\lang2055
",FALSE,Industrie- und Bürobedarf,true,Meisterschwanden,mle,5616,,,base.ch,Swisslux AG,,contact,office@medewo.ch,TRUE,,de_DE,+41 56 6766099,Bahnhofstrasse 352,+41 56 6766090,90023,true,Europe/Zurich,false,0,,TRUE,none,,scenario.account_payment_term_30dn,product.list0,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,slx_region_-2144060050,,,,,,,0,,Medewo AG,,,,
partner_90026,no-message,,FALSE,Hertistrasse 25,true,Wallisellen,,8304,,,base.ch,Swisslux AG,,contact,info@neopost.ch,TRUE,,de_DE,+41 84 823 12 32,,+41 84 823 12 31,90026,true,Europe/Zurich,false,0,,TRUE,none,,scenario.account_payment_term_30dn,product.list0,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,slx_region_-2144060038,,,,,,,0,,Neopost AG,,,,
partner_90033,warning,"Email: info@swisslux.ch
Passwort: xa7200
",FALSE,c/o Magazine zum Globus,true,Zürich,,8045,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,0800 804 888,Eichstrasse 27,0844 822 816,90033,true,Europe/Zurich,false,0,,TRUE,none,,scenario.account_payment_term_30dn,product.list0,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,slx_region_-2144060003,,,,,,,0,,Office World AG,,,,
partner_90039,no-message,,FALSE,Ramsteinerstrasse 30,true,Basel,,4052,,,base.ch,Swisslux AG,,contact,info@eldas.ch,TRUE,,de_DE,+41 61 3859848,,+41 61 3859858,90039,true,Europe/Zurich,false,0,,TRUE,none,,scenario.account_payment_term_30dn,product.list0,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,slx_region_-2144060004,,,,,,,0,,ELDAS Elektro Datenbank Schweiz,,,,
partner_90050,warning,dave.wuergler@s,FALSE,Seegartenstrasse 2,true,Zürich,,8002,,,base.ch,Swisslux AG,,contact,,TRUE,,de_DE,+41 44 2113492,,+41 44 2114058,90050,true,Europe/Zurich,false,0,,TRUE,none,,scenario.account_payment_term_30dn,product.list0,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,slx_region_-2144060003,,,,,,,0,,Verband Zürcher Handelsfirmen,,,,
partner_90065,no-message,,FALSE,Zürcherstrasse 238,true,Frauenfeld ,,8500,,,base.ch,Swisslux AG,,contact,,TRUE,www.rdv.ch,de_DE,,,,90065,true,Europe/Zurich,false,0,,TRUE,none,,scenario.account_payment_term_30dn,product.list0,1100,2000,stock.stock_location_suppliers,,,FALSE,,FALSE,slx_region_-2142967379,,,,,,,0,,galledia frauenfeld ag,,,,
